stop_code,stop_name,address,routes,url
QTD 078,"Trạm xe buýt [QTD 078] Betong Hải Âu, Quận Thủ Đức","Đối diện Betong Hải Âu Xa Lộ Hà Nội, Quận Thủ Đức, Tp.Hồ Chí Minh","12, 30, 52, 55, 60, 104, 150",https://xebuyt.net/1111-betong-hai-au
QTD 079,"Trạm xe buýt [QTD 079] UBND Quận 9, Quận Thủ Đức","126 Xa Lộ Hà Nội, Quận Thủ Đức, Tp.Hồ Chí Minh","12, 30, 52, 55, 60, 104, 150",https://xebuyt.net/1112-ubnd-quan-9
QTD 077,"Trạm xe buýt [QTD 077] Ngã tư Thủ Đức, Quận Thủ Đức","Đối diện Coopmart Xa Lộ Hà Nội, Quận Thủ Đức, Tp.Hồ Chí Minh","10, 12, 30, 52, 55, 60, 104, 150",https://xebuyt.net/1113-nga-tu-thu-duc
QBTH 001,"Trạm xe buýt [QBTH 001] Chợ Hàng Xanh, Quận Bình Thạnh","18 Bạch Đằng, Quận Bình Thạnh, Tp.Hồ Chí Minh","55, 104",https://xebuyt.net/1114-cho-hang-xanh
Q12 122,"Trạm xe buýt [Q12 122] Bến xe An Sương, Quận 12","116 Quốc lộ 22, Quận 12, Tp.Hồ Chí Minh","04, 13, 24, 27, 60, 65, 66, 71, 74, 85, 104, 122, 145",https://xebuyt.net/1115-ben-xe-an-suong
Q12 123,"Trạm xe buýt [Q12 123] Trạm cây xăng, Quận 12","128 Quốc lộ 22, Quận 12, Tp.Hồ Chí Minh","24, 60, 71, 74, 85, 104",https://xebuyt.net/1116-tram-cay-xang
Q12 124,"Trạm xe buýt [Q12 124] Cư xá Bà Điểm, Quận 12","7C Quốc lộ 22, Quận 12, Tp.Hồ Chí Minh","24, 60, 66, 71, 74, 85, 104",https://xebuyt.net/1117-cu-xa-ba-diem
HNB 060,"Trạm xe buýt [HNB 060] Nhà Tưởng niệm Liệt sỹ Nhà Bè, Huyện Nhà Bè","Đối diện Nghĩa trang liệt sỹ Nhà Bè Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110",https://xebuyt.net/1118-nha-tuong-niem-liet-sy-nha-be
HNB 059,"Trạm xe buýt [HNB 059] Công an Huyện Nhà Bè, Huyện Nhà Bè","1095 (Cầy tơ Duy Nhất) Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110",https://xebuyt.net/1119-cong-an-huyen-nha-be
Q6 028,"Trạm xe buýt [Q6 028] Bình Phú, Quận 6","730-732 Hậu Giang, Quận 6, Tp.Hồ Chí Minh","02, 25, 148",https://xebuyt.net/112-binh-phu
HNB 057,"Trạm xe buýt [HNB 057] Trường PTTH Long Thới, Huyện Nhà Bè","Kế 919 (1733) Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110",https://xebuyt.net/1120-truong-ptth-long-thoi
HNB 058,"Trạm xe buýt [HNB 058] Chùa Phước Linh, Huyện Nhà Bè","1244 (Cửa sắt Ba Thủy) Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110",https://xebuyt.net/1121-chua-phuoc-linh
HNB 055,"Trạm xe buýt [HNB 055] Ngã tư Long Hậu, Huyện Nhà Bè","921 Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110",https://xebuyt.net/1123-nga-tu-long-hau
HNB 053,"Trạm xe buýt [HNB 053] Cầu Hiệp Phước, Huyện Nhà Bè","635 (26) Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh",110,https://xebuyt.net/1125-cau-hiep-phuoc
HNB 052,"Trạm xe buýt [HNB 052] Trung tâm dạy nghề, Huyện Nhà Bè","189 Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh",110,https://xebuyt.net/1126-trung-tam-day-nghe
HNB 049,"Trạm xe buýt [HNB 049] UBND Xã Long Thới, Huyện Nhà Bè","Kế 205 (155) Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110",https://xebuyt.net/1127-ubnd-xa-long-thoi
HNB 048,"Trạm xe buýt [HNB 048] Công an Huyện Nhà Bè, Huyện Nhà Bè","Đối diện CA H.Nhà Bè Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110",https://xebuyt.net/1128-cong-an-huyen-nha-be
HNB 051,"Trạm xe buýt [HNB 051] Công ty may Đại Sơn, Huyện Nhà Bè","334B (92) Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110",https://xebuyt.net/1129-cong-ty-may-dai-son
Q6 027,"Trạm xe buýt [Q6 027] Nguyễn Văn Luông, Quận 6","620-622 Hậu Giang, Quận 6, Tp.Hồ Chí Minh","02, 25, 148",https://xebuyt.net/113-nguyen-van-luong
HNB 050,"Trạm xe buýt [HNB 050] Chợ Bà Chồi, Huyện Nhà Bè","77 Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110",https://xebuyt.net/1130-cho-ba-choi
HNB 047,"Trạm xe buýt [HNB 047] Hàng Tre, Huyện Nhà Bè","91 Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110",https://xebuyt.net/1131-hang-tre
HNB 046,"Trạm xe buýt [HNB 046] Vòng xoay Long Thới, Huyện Nhà Bè","24C-17 Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110",https://xebuyt.net/1132-vong-xoay-long-thoi
HNB 037,"Trạm xe buýt [HNB 037] Cầu Mương Chuối, Huyện Nhà Bè","303/12 (4/39) Nguyễn Bình, Huyện Nhà Bè, Tp.Hồ Chí Minh",110,https://xebuyt.net/1133-cau-muong-chuoi
HNB 038,"Trạm xe buýt [HNB 038] Cầu Mương Chuối, Huyện Nhà Bè","525 (13/4) Nguyễn Bình, Huyện Nhà Bè, Tp.Hồ Chí Minh",110,https://xebuyt.net/1134-cau-muong-chuoi
HNB 039,"Trạm xe buýt [HNB 039] UBND Huyện Nhà Bè, Huyện Nhà Bè","Đối diện UBND H.Nhà Bè Nguyễn Bình, Huyện Nhà Bè, Tp.Hồ Chí Minh",110,https://xebuyt.net/1135-ubnd-huyen-nha-be
HNB 040,"Trạm xe buýt [HNB 040] Trường tiểu học Nguyễn Bình, Huyện Nhà Bè","Đ/d 274A (1/2) Nguyễn Bình, Huyện Nhà Bè, Tp.Hồ Chí Minh",110,https://xebuyt.net/1136-truong-tieu-hoc-nguyen-binh
HNB 041,"Trạm xe buýt [HNB 041] Trường Nguyễn Bình, Huyện Nhà Bè","247 (Trường Nguyễn Bình) Nguyễn Bình, Huyện Nhà Bè, Tp.Hồ Chí Minh",110,https://xebuyt.net/1137-truong-nguyen-binh
HNB 043,"Trạm xe buýt [HNB 043] Nguyễn Bình, Huyện Nhà Bè","91 Nguyễn Bình, Huyện Nhà Bè, Tp.Hồ Chí Minh",110,https://xebuyt.net/1138-nguyen-binh
HNB 044,"Trạm xe buýt [HNB 044] Ngã Ba Bờ Đăng, Huyện Nhà Bè","12/11A Nguyễn Bình, Huyện Nhà Bè, Tp.Hồ Chí Minh",110,https://xebuyt.net/1139-nga-ba-bo-dang
Q6 029,"Trạm xe buýt [Q6 029] Đồng Quê, Quận 6","910 Hậu Giang, Quận 6, Tp.Hồ Chí Minh","02, 25, 62, 91, 148",https://xebuyt.net/114-dong-que
HNB 042,"Trạm xe buýt [HNB 042] Nguyễn Bình, Huyện Nhà Bè","290 (209-233) Nguyễn Bình, Huyện Nhà Bè, Tp.Hồ Chí Minh",110,https://xebuyt.net/1140-nguyen-binh
HNB 020,"Trạm xe buýt [HNB 020] Công Tiến Thọ, Huyện Nhà Bè","19/8B Huỳnh Tấn Phát, Huyện Nhà Bè, Tp.Hồ Chí Minh","20, 75, 110",https://xebuyt.net/1141-cong-tien-tho
HNB 022,"Trạm xe buýt [HNB 022] Chùa Pháp Võ, Huyện Nhà Bè","27/1B Huỳnh Tấn Phát, Huyện Nhà Bè, Tp.Hồ Chí Minh","20, 75, 110",https://xebuyt.net/1142-chua-phap-vo
HNB 021,"Trạm xe buýt [HNB 021] Đào Tông Nguyên, Huyện Nhà Bè","23/3 Huỳnh Tấn Phát, Huyện Nhà Bè, Tp.Hồ Chí Minh","20, 75, 110",https://xebuyt.net/1143-dao-tong-nguyen
HNB 023,"Trạm xe buýt [HNB 023] Ngân hàng Agribank, Huyện Nhà Bè","18 Huỳnh Tấn Phát, Huyện Nhà Bè, Tp.Hồ Chí Minh","20, 75, 110",https://xebuyt.net/1144-ngan-hang-agribank
HNB 024,"Trạm xe buýt [HNB 024] Trường Nguyễn Bỉnh Khiêm, Huyện Nhà Bè","2213 Huỳnh Tấn Phát, Huyện Nhà Bè, Tp.Hồ Chí Minh","20, 75, 110",https://xebuyt.net/1145-truong-nguyen-binh-khiem
HNB 025,"Trạm xe buýt [HNB 025] Trường Lâm Văn Bền, Huyện Nhà Bè","638 Huỳnh Tấn Phát, Huyện Nhà Bè, Tp.Hồ Chí Minh","20, 75, 110",https://xebuyt.net/1146-truong-lam-van-ben
HNB 028,"Trạm xe buýt [HNB 028] Nha khoa Khánh Minh, Huyện Nhà Bè","1901B Huỳnh Tấn Phát, Huyện Nhà Bè, Tp.Hồ Chí Minh","20, 75, 110",https://xebuyt.net/1147-nha-khoa-khanh-minh
HNB 026,"Trạm xe buýt [HNB 026] Nha khoa Khánh Minh, Huyện Nhà Bè","1758 Huỳnh Tấn Phát, Huyện Nhà Bè, Tp.Hồ Chí Minh","20, 75, 110",https://xebuyt.net/1148-nha-khoa-khanh-minh
Q7 168,"Trạm xe buýt [Q7 168] Phạm Hữu Lầu, Quận 7","Trường Tiểu học Phú Mỹ Phạm Hữu Lầu, Quận 7, Tp.Hồ Chí Minh",139,https://xebuyt.net/1149-pham-huu-lau
Q6 030,"Trạm xe buýt [Q6 030] Mũi Tàu Phú Lâm, Quận 6","1054 Hậu Giang, Quận 6, Tp.Hồ Chí Minh","02, 10, 25, 62, 148",https://xebuyt.net/115-mui-tau-phu-lam
HNB 027,"Trạm xe buýt [HNB 027] Công An Thị Trấn Nhà Bè, Huyện Nhà Bè","2049 Huỳnh Tấn Phát, Huyện Nhà Bè, Tp.Hồ Chí Minh","20, 75, 110",https://xebuyt.net/1150-cong-an-thi-tran-nha-be
Q12 125,"Trạm xe buýt [Q12 125] Cây xăng Quân Đội, Quận 12","2 Quốc lộ 22, Quận 12, Tp.Hồ Chí Minh","24, 71, 74, 85, 122, 145",https://xebuyt.net/1151-cay-xang-quan-doi
Q12 127,"Trạm xe buýt [Q12 127] Trung tâm văn hóa Quận 12, Quận 12","Trung tâm văn hóa Quận 12 Quốc lộ 22, Quận 12, Tp.Hồ Chí Minh","13, 24, 71, 74, 85, 94, 122, 145",https://xebuyt.net/1152-trung-tam-van-hoa-quan-12
HHM 023,"Trạm xe buýt [HHM 023] Cây xăng Củ Cải, Huyện Hóc Môn","33/4 Quốc lộ 22, Huyện Hóc Môn, Tp.Hồ Chí Minh","74, 85, 122",https://xebuyt.net/1153-cay-xang-cu-cai
HHM 022,"Trạm xe buýt [HHM 022] Liên đoàn lao động Hóc Môn, Huyện Hóc Môn","69/1 Quốc lộ 22, Huyện Hóc Môn, Tp.Hồ Chí Minh","74, 85, 122",https://xebuyt.net/1154-lien-doan-lao-dong-hoc-mon
HHM 024,"Trạm xe buýt [HHM 024] Trường học Tân Xuân, Huyện Hóc Môn","44A Quốc lộ 22, Huyện Hóc Môn, Tp.Hồ Chí Minh","74, 85, 94, 122",https://xebuyt.net/1155-truong-hoc-tan-xuan
HHM 025,"Trạm xe buýt [HHM 025] Ngã 3 Củ Cải, Huyện Hóc Môn","8/6B Quốc lộ 22, Huyện Hóc Môn, Tp.Hồ Chí Minh","13, 74, 85, 122",https://xebuyt.net/1156-nga-3-cu-cai
HHM 028,"Trạm xe buýt [HHM 028] Cây xăng Thành Công - Ngã tư Giếng Nước, Huyện Hóc Môn","3/88C Quốc lộ 22, Huyện Hóc Môn, Tp.Hồ Chí Minh","13, 74, 85, 122",https://xebuyt.net/1157-cay-xang-thanh-cong-nga-tu-gieng-nuoc
HHM 026,"Trạm xe buýt [HHM 026] Ngã 3 Bùi Môn, Huyện Hóc Môn","1/1 Quốc lộ 22, Huyện Hóc Môn, Tp.Hồ Chí Minh","74, 85, 122",https://xebuyt.net/1158-nga-3-bui-mon
HHM 193,"Trạm xe buýt [HHM 193] Trường Ngã ba Giòng, Huyện Hóc Môn","Trường Ngã ba Giòng Phan Văn Hớn, Huyện Hóc Môn, Tp.Hồ Chí Minh",28,https://xebuyt.net/1159-truong-nga-ba-giong
QBT 012,"Trạm xe buýt [QBT 012] Chợ An Lạc, Quận Bình Tân","358-360 Kinh Dương Vương, Quận Bình Tân, Tp.Hồ Chí Minh","02, 09, 14, 25, 32, 61, 62, 84, 119, 139, 144, 148",https://xebuyt.net/116-cho-an-lac
HHM 027,"Trạm xe buýt [HHM 027] Ngã 3 Bùi Môn, Huyện Hóc Môn","3/19 Quốc lộ 22, Huyện Hóc Môn, Tp.Hồ Chí Minh","13, 74, 85, 94, 122",https://xebuyt.net/1160-nga-3-bui-mon
HHM 004,"Trạm xe buýt [HHM 004] Thị trấn Hóc Môn, Huyện Hóc Môn","98/2 Bà Triệu, Huyện Hóc Môn, Tp.Hồ Chí Minh","85, 122",https://xebuyt.net/1161-thi-tran-hoc-mon
HHM 002,"Trạm xe buýt [HHM 002] Bệnh viện Hóc Môn, Huyện Hóc Môn","77/4 Bà Triệu, Huyện Hóc Môn, Tp.Hồ Chí Minh","85, 122",https://xebuyt.net/1162-benh-vien-hoc-mon
HHM002,"Trạm xe buýt [HHM002] Nhà trẻ Phước An, Huyện Hóc Môn","21/1 Trương Nữ Vương, Huyện Hóc Môn, Tp.Hồ Chí Minh",122,https://xebuyt.net/1163-nha-tre-phuoc-an
HHM 003,"Trạm xe buýt [HHM 003] Trường mầm non 23-11, Huyện Hóc Môn","84/2A Bà Triệu, Huyện Hóc Môn, Tp.Hồ Chí Minh","85, 122",https://xebuyt.net/1164-truong-mam-non-23-11
HHM005,"Trạm xe buýt [HHM005] Nhà văn hóa Thiếu nhi huyện Hóc Môn, Huyện Hóc Môn","Đối diện 15 Đỗ Văn Dậy, Huyện Hóc Môn, Tp.Hồ Chí Minh",122,https://xebuyt.net/1165-nha-van-hoa-thieu-nhi-huyen-hoc-mon
HHM001,"Trạm xe buýt [HHM001] Chợ Hóc Môn, Huyện Hóc Môn","8/2 Trương Nữ Vương, Huyện Hóc Môn, Tp.Hồ Chí Minh",122,https://xebuyt.net/1166-cho-hoc-mon
HHM 115,"Trạm xe buýt [HHM 115] Trung tâm dạy nghề Hóc Môn, Huyện Hóc Môn","27/6C Đỗ Văn Dậy, Huyện Hóc Môn, Tp.Hồ Chí Minh",122,https://xebuyt.net/1167-trung-tam-day-nghe-hoc-mon
HHM 114,"Trạm xe buýt [HHM 114] Ngã 3 Cây Dông, Huyện Hóc Môn","25/2 Đỗ Văn Dậy, Huyện Hóc Môn, Tp.Hồ Chí Minh",122,https://xebuyt.net/1168-nga-3-cay-dong
HHM 117,"Trạm xe buýt [HHM 117] Ngã 3 Ông Trác, Huyện Hóc Môn","10/4 Đỗ Văn Dậy, Huyện Hóc Môn, Tp.Hồ Chí Minh",122,https://xebuyt.net/1169-nga-3-ong-trac
QBT 011,"Trạm xe buýt [QBT 011] Dương Tự Quản, Quận Bình Tân","212-214 Kinh Dương Vương, Quận Bình Tân, Tp.Hồ Chí Minh","02, 09, 14, 25, 32, 61, 62, 84, 119, 139, 144, 148",https://xebuyt.net/117-duong-tu-quan
HHM 116,"Trạm xe buýt [HHM 116] Công ty Nam Ho, Huyện Hóc Môn","1/3B Đỗ Văn Dậy, Huyện Hóc Môn, Tp.Hồ Chí Minh",122,https://xebuyt.net/1170-cong-ty-nam-ho
HCC 251,"Trạm xe buýt [HCC 251] Ngã 3 Bình Mỹ, Huyện Củ Chi","Đối diện 19/4C (Cây xăng Đại Phát Tài) Tỉnh lộ 15 Củ Chi, Huyện Củ Chi, Tp.Hồ Chí Minh",122,https://xebuyt.net/1171-nga-3-binh-my
HHM 118,"Trạm xe buýt [HHM 118] Cây xăng Tài Lộc 3, Huyện Hóc Môn","98 Đỗ Văn Dậy, Huyện Hóc Môn, Tp.Hồ Chí Minh",122,https://xebuyt.net/1172-cay-xang-tai-loc-3
QCCT057,"Trạm xe buýt [QCCT057] Trường mẫu giáo Tân Thạnh Đông, Huyện Củ Chi","218 (Trường mẫu giáo Bông Sen 15) Tỉnh lộ 15 Củ Chi, Huyện Củ Chi, Tp.Hồ Chí Minh",122,https://xebuyt.net/1173-truong-mau-giao-tan-thanh-dong
HCC 253,"Trạm xe buýt [HCC 253] Chợ Sáng, Huyện Củ Chi","Giáo xứ Tân Thạnh Đông Tỉnh lộ 15 Củ Chi, Huyện Củ Chi, Tp.Hồ Chí Minh",122,https://xebuyt.net/1174-cho-sang
HCC 255,"Trạm xe buýt [HCC 255] San banh, Huyện Củ Chi","422 Tỉnh lộ 15 Củ Chi, Huyện Củ Chi, Tp.Hồ Chí Minh",122,https://xebuyt.net/1175-san-banh
HCC 254,"Trạm xe buýt [HCC 254] Quán Hoa Sứ, Huyện Củ Chi","318 Tỉnh lộ 15 Củ Chi, Huyện Củ Chi, Tp.Hồ Chí Minh",122,https://xebuyt.net/1176-quan-hoa-su
HCC 256,"Trạm xe buýt [HCC 256] UBND Tân Thạnh Đông, Huyện Củ Chi","542A (544A) Tỉnh lộ 15 Củ Chi, Huyện Củ Chi, Tp.Hồ Chí Minh",122,https://xebuyt.net/1177-ubnd-tan-thanh-dong
QCCT062,"Trạm xe buýt [QCCT062] Cây xăng 57, Huyện Củ Chi","604A Tỉnh lộ 15 Củ Chi, Huyện Củ Chi, Tp.Hồ Chí Minh",122,https://xebuyt.net/1178-cay-xang-57
QCCT063,"Trạm xe buýt [QCCT063] Chợ Hố Bom, Huyện Củ Chi","634B Tỉnh lộ 15 Củ Chi, Huyện Củ Chi, Tp.Hồ Chí Minh",122,https://xebuyt.net/1179-cho-ho-bom
Q1TC1B,"Trạm xe buýt [Q1TC1B] Bến Thành B, Quận 1","Bến Thành Phạm Ngũ Lão, Quận 1, Tp.Hồ Chí Minh","01, 12, 45, 52, 56, 61, 65, 152",https://xebuyt.net/118-ben-thanh-b
QCCT064,"Trạm xe buýt [QCCT064] Trường cấp 2 Tân Thạnh Đông, Huyện Củ Chi","718 (706) Tỉnh lộ 15 Củ Chi, Huyện Củ Chi, Tp.Hồ Chí Minh",122,https://xebuyt.net/1180-truong-cap-2-tan-thanh-dong
QCCT065,"Trạm xe buýt [QCCT065] Cửa hàng sữa Việt Xuân, Huyện Củ Chi","806 Tỉnh lộ 15 Củ Chi, Huyện Củ Chi, Tp.Hồ Chí Minh",122,https://xebuyt.net/1181-cua-hang-sua-viet-xuan
QCCT066,"Trạm xe buýt [QCCT066] Cây xăng Quang Vinh, Huyện Củ Chi","858 Tỉnh lộ 15 Củ Chi, Huyện Củ Chi, Tp.Hồ Chí Minh",122,https://xebuyt.net/1182-cay-xang-quang-vinh
QCCT067,"Trạm xe buýt [QCCT067] Công ty Hongwon, Huyện Củ Chi","930 Tỉnh lộ 15 Củ Chi, Huyện Củ Chi, Tp.Hồ Chí Minh",122,https://xebuyt.net/1183-cong-ty-hongwon
QCCT068,"Trạm xe buýt [QCCT068] Ngã tư Tân Quy, Huyện Củ Chi","964 (970) Tỉnh lộ 15 Củ Chi, Huyện Củ Chi, Tp.Hồ Chí Minh",122,https://xebuyt.net/1184-nga-tu-tan-quy
BX 62,"Trạm xe buýt [BX 62] Bến xe Tân Quy, Huyện Củ Chi","Bến xe Tân Quy Tỉnh lộ 8, Củ Chi, Huyện Củ Chi, Tp.Hồ Chí Minh","70, 122",https://xebuyt.net/1185-ben-xe-tan-quy
Q9 230,"Trạm xe buýt [Q9 230] Công ty TNHH Thuận Thành Tâm, Quận 9","Công ty TNHH Thuận Thành Tâm Quốc lộ 1, Quận 9, Tp.Hồ Chí Minh","12, 60, 150",https://xebuyt.net/1186-cong-ty-tnhh-thuan-thanh-tam
Q9 232,"Trạm xe buýt [Q9 232] Công ty Cp Đức Khải, Quận 9","Công ty Cp Đức Khải Quốc lộ 1, Quận 9, Tp.Hồ Chí Minh","12, 60, 150",https://xebuyt.net/1187-cong-ty-cp-duc-khai
Q9 231,"Trạm xe buýt [Q9 231] Công ty Dosan, Quận 9","Công ty Dosan Quốc lộ 1, Quận 9, Tp.Hồ Chí Minh","12, 60, 150",https://xebuyt.net/1188-cong-ty-dosan
Q1 029,"Trạm xe buýt [Q1 029] TTTM Sài Gòn, Quận 1","35 Tôn Đức Thắng, Quận 1, Tp.Hồ Chí Minh","12, 61",https://xebuyt.net/1189-tttm-sai-gon
QBT 008,"Trạm xe buýt [QBT 008] Bến xe Miền Tây, Quận Bình Tân","Bến xe Miền Tây Kinh Dương Vương, Quận Bình Tân, Tp.Hồ Chí Minh","09, 25, 61, 62, 84",https://xebuyt.net/119-ben-xe-mien-tay
Q1 010,"Trạm xe buýt [Q1 010] Đại học Y Dược, Quận 1","43 Đinh Tiên Hoàng, Quận 1, Tp.Hồ Chí Minh","12, 19, 35, 42, 61",https://xebuyt.net/1190-dai-hoc-y-duoc
Q1 030,"Trạm xe buýt [Q1 030] Ngô Văn Năm, Quận 1","3C Tôn Đức Thắng, Quận 1, Tp.Hồ Chí Minh","12, 56, 61, 88",https://xebuyt.net/1192-ngo-van-nam
Q4 009,"Trạm xe buýt [Q4 009] Trường THCS Vân Đồn, Quận 4","Đối diện 243 Hoàng Diệu, Quận 4, Tp.Hồ Chí Minh","31, 38, 44, 123, 124",https://xebuyt.net/1193-truong-thcs-van-don
Q4 019,"Trạm xe buýt [Q4 019] Chung cư Tân Vĩnh, Quận 4","Đối diện 220 Khánh Hội, Quận 4, Tp.Hồ Chí Minh","38, 72, 86, 123, 124, 139, 140",https://xebuyt.net/1194-chung-cu-tan-vinh
Q4 008,"Trạm xe buýt [Q4 008] Chùa Anh Linh, Quận 4","160-162 Hoàng Diệu, Quận 4, Tp.Hồ Chí Minh","31, 38, 44, 123, 124",https://xebuyt.net/1195-chua-anh-linh
Q4 010,"Trạm xe buýt [Q4 010] Cầu Ông Lãnh, Quận 4","K48-K50 Hoàng Diệu, Quận 4, Tp.Hồ Chí Minh","38, 46, 72, 86, 123, 124, 139, 140",https://xebuyt.net/1196-cau-ong-lanh
Q7 068,"Trạm xe buýt [Q7 068] Cầu Kinh Tẻ, Quận 7","44/7 Nguyễn Hữu Thọ, Quận 7, Tp.Hồ Chí Minh","38, 72, 123, 124, 139, 140",https://xebuyt.net/1197-cau-kinh-te
Q4 020,"Trạm xe buýt [Q4 020] Trung tâm TDTT Quận 4, Quận 4","149 Khánh Hội, Quận 4, Tp.Hồ Chí Minh","38, 72, 86, 123, 124, 139, 140",https://xebuyt.net/1198-trung-tam-tdtt-quan-4
Q7 070,"Trạm xe buýt [Q7 070] Siêu thị Lotte, Quận 7","Đối diện siêu thị Lotte Nguyễn Hữu Thọ, Quận 7, Tp.Hồ Chí Minh","68, 72, 123, 124, 140",https://xebuyt.net/1199-sieu-thi-lotte
Q5 058,"Trạm xe buýt [Q5 058] Siêu thị Điện máy Chợ Lớn, Quận 5","635B Nguyễn Trãi, Quận 5, Tp.Hồ Chí Minh","01, 54",https://xebuyt.net/12-sieu-thi-dien-may-cho-lon
Q1 124,"Trạm xe buýt [Q1 124] Trường Ernst Thalmann, Quận 1","8 Trần Hưng Đạo, Quận 1, Tp.Hồ Chí Minh","01, 45, 53, 56, 96, 139, 152",https://xebuyt.net/120-truong-ernst-thalmann
Q7 072,"Trạm xe buýt [Q7 072] ĐH Tôn Đức Thắng, Quận 7","Đối diện 568 Nguyễn Hữu Thọ, Quận 7, Tp.Hồ Chí Minh","68, 72, 123, 124",https://xebuyt.net/1200-dh-ton-duc-thang
Q7 069,"Trạm xe buýt [Q7 069] Đường 15, Quận 7","2 Nguyễn Hữu Thọ, Quận 7, Tp.Hồ Chí Minh","68, 72, 86, 123, 124, 140",https://xebuyt.net/1201-duong-15
Q7 071,"Trạm xe buýt [Q7 071] Đại học Cảnh sát, Quận 7","Đối diện B10 Nguyễn Hữu Thọ, Quận 7, Tp.Hồ Chí Minh","68, 72, 86, 123, 124",https://xebuyt.net/1202-dai-hoc-canh-sat
Q7 178,"Trạm xe buýt [Q7 178] Trường Nam Sài Gòn, Quận 7","Đ/d Trường Nam Sài Gòn Nguyễn Đức Cảnh, Quận 7, Tp.Hồ Chí Minh","68, 123, 124",https://xebuyt.net/1203-truong-nam-sai-gon
Q7 073,"Trạm xe buýt [Q7 073] Nguyễn Văn Linh, Quận 7","645 Nguyễn Hữu Thọ, Quận 7, Tp.Hồ Chí Minh","37, 68, 72, 123, 124",https://xebuyt.net/1204-nguyen-van-linh
QCCT137,"Trạm xe buýt [QCCT137] Công ty Hongwon, Huyện Củ Chi","33 (37) Tỉnh lộ 15 Củ Chi, Huyện Củ Chi, Tp.Hồ Chí Minh",122,https://xebuyt.net/1205-cong-ty-hongwon
QCCT136,"Trạm xe buýt [QCCT136] Ngã tư Tân Quy, Huyện Củ Chi","121 (Kế 113) Tỉnh lộ 15 Củ Chi, Huyện Củ Chi, Tp.Hồ Chí Minh",122,https://xebuyt.net/1206-nga-tu-tan-quy
QCCT138,"Trạm xe buýt [QCCT138] Cây xăng Quang Vinh, Huyện Củ Chi","715 Tỉnh lộ 15 Củ Chi, Huyện Củ Chi, Tp.Hồ Chí Minh",122,https://xebuyt.net/1207-cay-xang-quang-vinh
QCCT139,"Trạm xe buýt [QCCT139] Cửa hàng sữa Việt Xuân, Huyện Củ Chi","655 Tỉnh lộ 15 Củ Chi, Huyện Củ Chi, Tp.Hồ Chí Minh",122,https://xebuyt.net/1208-cua-hang-sua-viet-xuan
QCCT141,"Trạm xe buýt [QCCT141] Miếu Bà Chúa Xứ, Huyện Củ Chi","565C (Đối diện 640A) Tỉnh lộ 15 Củ Chi, Huyện Củ Chi, Tp.Hồ Chí Minh",122,https://xebuyt.net/1209-mieu-ba-chua-xu
Q1 125,"Trạm xe buýt [Q1 125] KTX Trần Hưng Đạo, Quận 1","10 Trần Hưng Đạo, Quận 1, Tp.Hồ Chí Minh","01, 45, 56, 96, 139, 152",https://xebuyt.net/121-ktx-tran-hung-dao
HCC 151,"Trạm xe buýt [HCC 151] Chợ Chiều, Huyện Củ Chi","455-457 Tỉnh lộ 15 Củ Chi, Huyện Củ Chi, Tp.Hồ Chí Minh",122,https://xebuyt.net/1210-cho-chieu
QCCT140,"Trạm xe buýt [QCCT140] Trường cấp 2 Tân Thạnh Đông, Huyện Củ Chi","595-597 Tỉnh lộ 15 Củ Chi, Huyện Củ Chi, Tp.Hồ Chí Minh",122,https://xebuyt.net/1211-truong-cap-2-tan-thanh-dong
QCCT142,"Trạm xe buýt [QCCT142] Cây xăng 57, Huyện Củ Chi","509 (Đối diện 594C) Tỉnh lộ 15 Củ Chi, Huyện Củ Chi, Tp.Hồ Chí Minh",122,https://xebuyt.net/1212-cay-xang-57
QCCT146,"Trạm xe buýt [QCCT146] Chợ Sáng, Huyện Củ Chi","195 (Đối diện giáo xứ Tân Thạnh Đông) Tỉnh lộ 15 Củ Chi, Huyện Củ Chi, Tp.Hồ Chí Minh",122,https://xebuyt.net/1213-cho-sang
QCCT144,"Trạm xe buýt [QCCT144] Sân banh, Huyện Củ Chi","369 Tỉnh lộ 15 Củ Chi, Huyện Củ Chi, Tp.Hồ Chí Minh",122,https://xebuyt.net/1214-san-banh
